"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042445","hormone metabolic process","34/905","219/18842",0.155251141552511,3.23231161230102,7.46368693380453,1.38916029953201e-09,5.07548658529015e-07,5.07548658529015e-07,"CYP1A1/AKR1B10/UGT2B4/UGT1A9/AKR1C2/RDH8/DUOXA2/DUOX2/AKR1C4/UGT1A6/HSD17B6/BMP6/RDH10/UGT1A1/DIO1/AKR1C3/CYP2C9/CES1/PCSK2/AKR1C1/ADH1C/SLC5A5/PCSK1/CYP1A2/FURIN/CPA4/ADH4/UGT1A7/KLK6/ADH7/AKR1B15/HSD3B1/GAL/CYP2C18",34
"GO:0030277","maintenance of gastrointestinal epithelium","11/905","25/18842",0.44,9.16075138121547,9.17120327350175,7.08859763385389e-09,2.37408949087157e-06,2.37408949087157e-06,"HTR4/MUC13/SERPINA3/NEUROD1/MUC6/MUC4/MUC2/TFF1/IL17A/VSIG1/TFF2",11
"GO:0016101","diterpenoid metabolic process","20/905","93/18842",0.21505376344086,4.47739559199192,7.55105927288701,1.32104653868007e-08,4.0840661838117e-06,4.0840661838117e-06,"CYP1A1/AKR1B10/UGT1A9/RDH8/CRH/AKR1C4/HSD17B6/RDH10/UGT1A1/AKR1C3/CES1/AKR1C1/ADH1C/CYP1A2/RBP2/ADH4/UGT1A7/ADH7/AKR1B15/CYP2C18",20
"GO:0006721","terpenoid metabolic process","22/905","112/18842",0.196428571428571,4.08962115232833,7.36625438617285,1.47617906800327e-08,4.23768833878938e-06,4.23768833878938e-06,"CYP1A1/AKR1B10/UGT1A9/HMGCS2/RDH8/CRH/AKR1C4/HSD17B6/RDH10/UGT1A1/AKR1C3/CYP2C9/CES1/AKR1C1/ADH1C/CYP1A2/RBP2/ADH4/UGT1A7/ADH7/AKR1B15/CYP2C18",22
"GO:0002449","lymphocyte mediated immunity","42/905","339/18842",0.123893805309735,2.57945533662543,6.59154899546842,1.81726732959859e-08,4.86906493177115e-06,4.86906493177115e-06,"IGHV3-13/SH2D1B/IGLC6/IGLC2/IGHV3-73/IGHV3-33/SERPINB4/KIR3DL1/IGHV3-49/CTSH/LEP/IL21/IGHV1-3/IGHV1-58/KLRC3/KLRC4/IGHV3-20/CLEC2A/NCR1/IGHG1/NKG7/IGHV3-64D/IGHV3-21/KLRC2/IGLL1/IGHV3-64/GZMB/KIR2DL4/IGHV6-1/C8G/CD8A/IL6/IGHD/IGHV7-4-1/IGHG3/IGHV4-59/IGHV3-66/KLRD1/C8A/IGHV8-51-1/CLC/KLRC1",42
"GO:0001523","retinoid metabolic process","19/905","89/18842",0.213483146067416,4.44469551182569,7.31664234208348,3.44806544908907e-08,8.66110939993061e-06,8.66110939993061e-06,"CYP1A1/AKR1B10/UGT1A9/RDH8/AKR1C4/HSD17B6/RDH10/UGT1A1/AKR1C3/CES1/AKR1C1/ADH1C/CYP1A2/RBP2/ADH4/UGT1A7/ADH7/AKR1B15/CYP2C18",19
"GO:0022600","digestive system process","19/905","91/18842",0.208791208791209,4.34700989618117,7.1889727269473,5.04407780337046e-08,1.19247933480858e-05,1.19247933480858e-05,"NPC1L1/HTR4/MUC13/CLDN2/SERPINA3/NEUROD1/MUC6/MUC4/CRH/FGF10/LEP/MUC2/AKR1C1/ADRA2A/TFF1/ABCG8/IL17A/VSIG1/TFF2",19
"GO:0031640","killing of cells of another organism","21/905","111/18842",0.189189189189189,3.93889801403614,6.97536412154772,6.21080958424022e-08,1.31374966942429e-05,1.31374966942429e-05,"ELANE/PLA2G2A/NTS/KRT6A/S100A12/PGLYRP4/DEFA6/KNG1/GZMH/CHGA/TAC1/AZU1/NKG7/GZMB/F2/DEFA5/C8G/RNASE7/GNLY/C8A/DEFA3",21
"GO:0141061","disruption of cell in another organism","21/905","111/18842",0.189189189189189,3.93889801403614,6.97536412154772,6.21080958424022e-08,1.31374966942429e-05,1.31374966942429e-05,"ELANE/PLA2G2A/NTS/KRT6A/S100A12/PGLYRP4/DEFA6/KNG1/GZMH/CHGA/TAC1/AZU1/NKG7/GZMB/F2/DEFA5/C8G/RNASE7/GNLY/C8A/DEFA3",21
"GO:0006720","isoprenoid metabolic process","22/905","122/18842",0.180327868852459,3.75440630377683,6.8557718596324,7.4445491005776e-08,1.49598214176107e-05,1.49598214176107e-05,"CYP1A1/AKR1B10/UGT1A9/HMGCS2/RDH8/CRH/AKR1C4/HSD17B6/RDH10/UGT1A1/AKR1C3/CYP2C9/CES1/AKR1C1/ADH1C/CYP1A2/RBP2/ADH4/UGT1A7/ADH7/AKR1B15/CYP2C18",22
"GO:0120254","olefinic compound metabolic process","26/905","165/18842",0.157575757575758,3.28070986104135,6.60936617247604,8.74307016828783e-08,1.67325709554042e-05,1.67325709554042e-05,"PLA2G10/CYP1A1/AKR1B10/CYP4F11/AKR1C2/RDH8/AKR1C4/HSD17B6/BMP6/RDH10/AKR1C3/CYP2C9/CES1/AKR1C1/ADH1C/CYP1A2/CYP4F3/CYP4F2/ADH4/CYP2B6/ADH7/AKR1B15/CYP2A6/HSD3B1/ELOVL2/CYP2C18",26
"GO:0141060","disruption of anatomical structure in another organism","21/905","115/18842",0.182608695652174,3.80189286572184,6.76967314784891,1.17333886788261e-07,2.14347677728191e-05,2.14347677728191e-05,"ELANE/PLA2G2A/NTS/KRT6A/S100A12/PGLYRP4/DEFA6/KNG1/GZMH/CHGA/TAC1/AZU1/NKG7/GZMB/F2/DEFA5/C8G/RNASE7/GNLY/C8A/DEFA3",21
"GO:0071466","cellular response to xenobiotic stimulus","27/905","179/18842",0.150837988826816,3.14043026019322,6.46306062808611,1.25182861312667e-07,2.18743443311133e-05,2.18743443311133e-05,"CBR1/CYP1A1/UGT2B4/UGT1A9/S100A12/UGT1A6/UGT1A1/UCHL1/CES3/ABCC2/SLCO1B3/CYP2C9/CBR3/AKR1C1/SLCO1A2/NQO1/CYP1A2/SLCO1B1/ALDH3A1/SLC28A2/CYP4F2/UGT2A3/CYP2B6/UGT1A7/CYP2A6/HNF4A/CYP2C18",27
"GO:0006869","lipid transport","47/905","447/18842",0.105145413870246,2.18911589850075,5.71517339900874,4.05523843240299e-07,6.55668051242557e-05,6.55668051242557e-05,"NPC1L1/SLC10A2/PLA2G10/APOC3/GLTPD2/NR1H4/PLA2G2A/APOB/CIDEC/APOA5/CRH/APOH/LEP/LBP/AKR1C4/BMP6/ABCA13/SPX/RETN/ABCC2/FABP3/TAC1/SERPINA5/SLCO1B3/APOF/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLCO1A2/ANO3/ANO4/GALR1/PCSK9/GRAMD1B/ABCG8/STARD6/KCNK9/SLCO1B1/TRPC5/CIDEA/RBP2/CYP4F2/NTSR1/NOS2/GAL",47
"GO:0008210","estrogen metabolic process","12/905","42/18842",0.285714285714286,5.94853985793212,7.21147585071828,4.07855219732867e-07,6.55668051242557e-05,6.55668051242557e-05,"CYP1A1/UGT2B4/UGT1A9/RDH8/UGT1A6/HSD17B6/UGT1A1/CYP2C9/CYP1A2/UGT1A7/AKR1B15/HSD3B1",12
"GO:0034308","primary alcohol metabolic process","19/905","106/18842",0.179245283018868,3.73186698634421,6.33541989340348,6.28659300029157e-07,9.18688829005845e-05,9.18688829005845e-05,"CYP1A1/AKR1B10/AKR1C2/RDH8/AKR1C4/TKTL1/HSD17B6/HAO1/BMP6/RDH10/AKR1C3/CES1/AKR1C1/ADH1C/CYP1A2/ADH4/ADH7/AKR1B15/CYP2C18",19
"GO:0010876","lipid localization","48/905","468/18842",0.102564102564103,2.13537328233461,5.58677396996083,6.32673300583771e-07,9.18688829005845e-05,9.18688829005845e-05,"NPC1L1/SLC10A2/PLA2G10/APOC3/GLTPD2/NR1H4/PLA2G2A/APOB/CIDEC/APOA5/CRH/APOH/LEP/LBP/AKR1C4/BMP6/ABCA13/SPX/RETN/ABCC2/FABP3/TAC1/SERPINA5/SLCO1B3/APOF/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLCO1A2/ANO3/ANO4/GALR1/PCSK9/GRAMD1B/ABCG8/STARD6/KCNK9/SLCO1B1/TRPC5/CIDEA/IL6/RBP2/CYP4F2/NTSR1/NOS2/GAL",48
"GO:0015849","organic acid transport","38/905","332/18842",0.114457831325301,2.38299940091859,5.71069788017759,6.62900623069657e-07,9.18688829005845e-05,9.18688829005845e-05,"SLC10A2/PLA2G10/SYT4/ALB/NR1H4/CLDN2/PLA2G2A/SLC13A5/SLC7A3/SLC38A8/CASR/CRH/LEP/SLC1A7/AKR1C4/SLC7A11/SLC6A15/SPX/SLC1A6/ABCC2/FABP3/SLCO1B3/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLC7A2/SLCO1A2/SLC13A2/SLC7A9/CLTRN/SLCO1B1/SLC16A14/RBP2/CYP4F2/NTSR1/NOS2",38
"GO:0046942","carboxylic acid transport","38/905","332/18842",0.114457831325301,2.38299940091859,5.71069788017759,6.62900623069657e-07,9.18688829005845e-05,9.18688829005845e-05,"SLC10A2/PLA2G10/SYT4/ALB/NR1H4/CLDN2/PLA2G2A/SLC13A5/SLC7A3/SLC38A8/CASR/CRH/LEP/SLC1A7/AKR1C4/SLC7A11/SLC6A15/SPX/SLC1A6/ABCC2/FABP3/SLCO1B3/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLC7A2/SLCO1A2/SLC13A2/SLC7A9/CLTRN/SLCO1B1/SLC16A14/RBP2/CYP4F2/NTSR1/NOS2",38
"GO:0002767","immune response-inhibiting cell surface receptor signaling pathway","11/905","37/18842",0.297297297297297,6.18969687919964,7.09753504692436,7.9964019245908e-07,0.000107125131116435,0.000107125131116435,"KIR3DL3/KIR3DL1/KIR2DS4/KIR2DL3/KIR2DL1/NCR1/KIR2DL4/LAIR2/KIR3DX1/KIR3DL2/KLRC1",11
"GO:0002765","immune response-inhibiting signal transduction","11/905","38/18842",0.289473684210526,6.0268101192207,6.96723594332183,1.07681881423837e-06,0.00013524171295075,0.00013524171295075,"KIR3DL3/KIR3DL1/KIR2DS4/KIR2DL3/KIR2DL1/NCR1/KIR2DL4/LAIR2/KIR3DX1/KIR3DL2/KLRC1",11
"GO:0010669","epithelial structure maintenance","11/905","38/18842",0.289473684210526,6.0268101192207,6.96723594332183,1.07681881423837e-06,0.00013524171295075,0.00013524171295075,"HTR4/MUC13/SERPINA3/NEUROD1/MUC6/MUC4/MUC2/TFF1/IL17A/VSIG1/TFF2",11
"GO:0042572","retinol metabolic process","13/905","54/18842",0.240740740740741,5.0121956210354,6.63193199239241,1.17733575237367e-06,0.000143385223902721,0.000143385223902721,"CYP1A1/AKR1B10/RDH8/HSD17B6/RDH10/AKR1C3/CES1/ADH1C/CYP1A2/ADH4/ADH7/AKR1B15/CYP2C18",13
"GO:0009410","response to xenobiotic stimulus","40/905","368/18842",0.108695652173913,2.26303146769157,5.49615498607361,1.28399939400144e-06,0.000151776281308582,0.000151776281308582,"CBR1/CYP1A1/SST/UGT2B4/UGT1A9/S100A12/GABRG3/HMGCS2/CRH/KCNK3/UGT1A6/CSAG2/LCN2/UGT1A1/UCHL1/CES3/ABCC2/FABP3/SLCO1B3/CYP2C9/CBR3/AKR1C1/SLCO1A2/SPINK4/NQO1/CYP1A2/ABCG8/SLCO1B1/ALDH3A1/SLC28A2/CYP4F2/UGT2A3/CYP2B6/UGT1A7/CYP2A6/CPS1/HNF4A/GAL/CYP2C18/HTR2B",40
"GO:0042180","ketone metabolic process","28/905","216/18842",0.12962962962963,2.69887456517291,5.64065776866223,1.74109387381874e-06,0.000194245242694018,0.000194245242694018,"CBR1/APOC3/AKR1B10/NR1H4/CYP4F11/UGT1A9/KYNU/AKR1C2/APOA5/AKR1C4/UGT1A6/HSD17B6/BMP6/RDH10/UGT1A1/FABP3/AKR1C3/CBR3/CES1/AKR1C1/NQO1/CYP4F3/PPARGC1A/CYP4F2/ADH4/CYP2B6/UGT1A7/HSD3B1",28
"GO:0050829","defense response to Gram-negative bacterium","18/905","103/18842",0.174757281553398,3.63842729174489,6.03103567885964,1.81082202217783e-06,0.000194245242694018,0.000194245242694018,"ELANE/LBP/DEFA6/CHGA/TAC1/AZU1/F2/DMBT1/DEFA5/BPI/DEFB1/RNASE7/IL6/IL17A/LYPD8/NOS2/DEFA3/CALCA",18
"GO:0006690","icosanoid metabolic process","20/905","124/18842",0.161290322580645,3.35804669399394,5.91745388536144,1.8223561714135e-06,0.000194245242694018,0.000194245242694018,"PLA2G10/CBR1/CYP1A1/CYP4F11/AKR1C2/AKR1C4/GGT3P/AKR1C3/GGTLC1/CYP2C9/PTGR1/PLA2G1B/AKR1C1/CYP1A2/GGTLC2/CYP4F3/CYP4F2/CYP2B6/CYP2A6/CYP2C18",20
"GO:0031638","zymogen activation","13/905","56/18842",0.232142857142857,4.83318863456985,6.4526544210084,1.83660592743784e-06,0.000194245242694018,0.000194245242694018,"HP/F7/FGA/KLK3/KLK1/CTSH/APOH/FGB/F2/FURIN/FGG/KLK2/F11",13
"GO:0044060","regulation of endocrine process","11/905","40/18842",0.275,5.72546961325967,6.7200778867548,1.89403018195929e-06,0.000195182238494728,0.000195182238494728,"CRH/LEP/BMP6/RETN/TAC1/GALR1/KCNK9/INHA/PDE1C/GAL/TACR3",11
"GO:0008202","steroid metabolic process","35/905","308/18842",0.113636363636364,2.36589653440482,5.42887625280297,2.14605544819635e-06,0.000215624921157529,0.000215624921157529,"NPC1L1/CBR1/CYP1A1/CYP24A1/NR1H4/UGT2B4/GC/UGT1A9/APOB/HMGCS2/AKR1C2/APOA5/RDH8/CRH/CGA/AKR1C4/UGT1A6/HSD17B6/BMP6/NR0B1/UGT1A1/AKR1C3/CYP2C9/APOF/CES1/AKR1C1/PCSK9/CYP1A2/ANGPTL3/CYP2B6/UGT1A7/AKR1B15/CYP2A6/HSD3B1/GAL",35
"GO:0016064","immunoglobulin mediated immune response","24/905","172/18842",0.13953488372093,2.90510086085057,5.63782249412417,2.57907229545963e-06,0.000246903009847837,0.000246903009847837,"IGHV3-13/IGLC6/IGLC2/IGHV3-73/IGHV3-33/IGHV3-49/IL21/IGHV1-3/IGHV1-58/IGHV3-20/IGHG1/IGHV3-64D/IGHV3-21/IGLL1/IGHV3-64/IGHV6-1/C8G/IGHD/IGHV7-4-1/IGHG3/IGHV4-59/IGHV3-66/C8A/IGHV8-51-1",24
"GO:0042167","heme catabolic process","7/905","15/18842",0.466666666666667,9.71594843462247,7.58527063757516,2.64165947336576e-06,0.000246903009847837,0.000246903009847837,"ALB/UGT1A1/AMBP/ABCC2/SLCO1B3/FABP1/SLCO1B1",7
"GO:0046149","pigment catabolic process","7/905","15/18842",0.466666666666667,9.71594843462247,7.58527063757516,2.64165947336576e-06,0.000246903009847837,0.000246903009847837,"ALB/UGT1A1/AMBP/ABCC2/SLCO1B3/FABP1/SLCO1B1",7
"GO:0015850","organic hydroxy compound transport","32/905","275/18842",0.116363636363636,2.42267805123054,5.33830606498884,3.51310864721508e-06,0.000320890537571759,0.000320890537571759,"NPC1L1/SLC10A2/PLA2G10/SYT4/APOC3/NR1H4/APOB/APOA5/CRH/SLC5A11/AKR1C4/BMP6/RAB3B/ABCA13/ABCC2/GRM5/CHGA/TAC1/SLCO1B3/CES1/AKR1C1/ADRA2A/SLCO1A2/GALR1/PCSK9/SLC18A3/GRAMD1B/ABCG8/KCNK9/SLCO1B1/AQP2/GAL",32
"GO:0019724","B cell mediated immunity","24/905","177/18842",0.135593220338983,2.82303586478135,5.47355150457757,4.29250882201338e-06,0.000379521558645259,0.000379521558645259,"IGHV3-13/IGLC6/IGLC2/IGHV3-73/IGHV3-33/IGHV3-49/IL21/IGHV1-3/IGHV1-58/IGHV3-20/IGHG1/IGHV3-64D/IGHV3-21/IGLL1/IGHV3-64/IGHV6-1/C8G/IGHD/IGHV7-4-1/IGHG3/IGHV4-59/IGHV3-66/C8A/IGHV8-51-1",24
"GO:0006787","porphyrin-containing compound catabolic process","7/905","16/18842",0.4375,9.10870165745856,7.28842428017694,4.50140510829507e-06,0.000379521558645259,0.000379521558645259,"ALB/UGT1A1/AMBP/ABCC2/SLCO1B3/FABP1/SLCO1B1",7
"GO:0033015","tetrapyrrole catabolic process","7/905","16/18842",0.4375,9.10870165745856,7.28842428017694,4.50140510829507e-06,0.000379521558645259,0.000379521558645259,"ALB/UGT1A1/AMBP/ABCC2/SLCO1B3/FABP1/SLCO1B1",7
"GO:0097267","omega-hydroxylase P450 pathway","6/905","11/18842",0.545454545454545,11.3563033651431,7.71730695954655,4.53272824458135e-06,0.000379521558645259,0.000379521558645259,"CYP1A1/CYP4F11/CYP2C9/CYP1A2/CYP4F3/CYP4F2",6
"GO:0015718","monocarboxylic acid transport","24/905","178/18842",0.134831460674157,2.80717611273201,5.44138526232336,4.74022833789242e-06,0.000388795463061013,0.000388795463061013,"SLC10A2/PLA2G10/NR1H4/CLDN2/PLA2G2A/CASR/LEP/AKR1C4/SPX/ABCC2/FABP3/SLCO1B3/FABP7/CES1/PLA2G1B/AKR1C1/FABP1/SLCO1A2/SLCO1B1/SLC16A14/RBP2/CYP4F2/NTSR1/NOS2",24
"GO:0002526","acute inflammatory response","17/905","100/18842",0.17,3.53938121546961,5.7190157977748,5.14404074313119e-06,0.000413477994932885,0.000413477994932885,"ELANE/HP/F7/F3/SERPINA3/AHSG/VNN1/LBP/CREB3L3/LCN2/TAC1/IGHG1/ORM1/ORM2/F2/IL6/APCS",17
"GO:0001909","leukocyte mediated cytotoxicity","20/905","134/18842",0.149253731343284,3.10744619444215,5.49916276618531,6.20190706418e-06,0.000488734597861558,0.000488734597861558,"ELANE/SERPINB4/KIR3DL1/CTSH/LEP/IL21/KLRC3/KLRC4/CLEC2A/NCR1/AZU1/IGHG1/NKG7/KLRC2/GZMB/F2/KIR2DL4/KLRD1/NOS2/KLRC1",20
"GO:0051932","synaptic transmission, GABAergic","12/905","54/18842",0.222222222222222,4.62664211172498,5.99463389063259,7.4299899728379e-06,0.000574252494246837,0.000574252494246837,"GABRG3/GABRQ/CRH/TAC1/GABRP/GABRR3/GABRG2/CNTNAP4/GABRB3/HAP1/GABRA2/GABRA5",12
"GO:0002228","natural killer cell mediated immunity","15/905","83/18842",0.180722891566265,3.76263063302935,5.66576279100261,8.47489813441432e-06,0.000642653124570021,0.000642653124570021,"SH2D1B/SERPINB4/KIR3DL1/LEP/IL21/KLRC3/KLRC4/CLEC2A/NCR1/NKG7/KLRC2/GZMB/KIR2DL4/KLRD1/KLRC1",15
"GO:0046887","positive regulation of hormone secretion","20/905","137/18842",0.145985401459854,3.03939992741057,5.38127500886838,8.7236531330568e-06,0.000649265961884357,0.000649265961884357,"FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/TAC1/FGB/GALR1/TUNAR/INHA/FGG/RFX6/GAL/DOC2B/TACR3",20
"GO:0046883","regulation of hormone secretion","28/905","236/18842",0.11864406779661,2.47015638168368,5.10498401972401,9.7758318153871e-06,0.000714346692109832,0.000714346692109832,"FGA/TRPM5/NR1H4/NEUROD1/CASR/ISL1/CRH/LEP/BMP6/RETN/CHGA/TAC1/FGB/ADRA2A/GALR1/TUNAR/CCKAR/KCNK9/INHA/IL6/SNAP25/FGG/RFX6/NOS2/HNF4A/GAL/DOC2B/TACR3",28
"GO:0050832","defense response to fungus","13/905","65/18842",0.2,4.16397790055249,5.73955704843839,1.06905323794287e-05,0.000754524773829641,0.000754524773829641,"ELANE/S100A12/DEFA6/CHGA/TAC1/DEFA5/HRG/RNASE7/IL17A/GNLY/S100A8/DEFA3/CALCA",13
"GO:0034368","protein-lipid complex remodeling","10/905","39/18842",0.256410256410256,5.33843320583652,6.09190337506804,1.10766264384048e-05,0.000754524773829641,0.000754524773829641,"PLA2G10/APOC3/NR1H4/PLA2G2A/APOB/APOA5/APOH/FURIN/ANGPTL3/PNLIPRP3",10
"GO:0034369","plasma lipoprotein particle remodeling","10/905","39/18842",0.256410256410256,5.33843320583652,6.09190337506804,1.10766264384048e-05,0.000754524773829641,0.000754524773829641,"PLA2G10/APOC3/NR1H4/PLA2G2A/APOB/APOA5/APOH/FURIN/ANGPTL3/PNLIPRP3",10
"GO:0140353","lipid export from cell","10/905","39/18842",0.256410256410256,5.33843320583652,6.09190337506804,1.10766264384048e-05,0.000754524773829641,0.000754524773829641,"PLA2G10/CRH/LEP/BMP6/RETN/TAC1/GALR1/KCNK9/NOS2/GAL",10
"GO:0019373","epoxygenase P450 pathway","7/905","18/18842",0.388888888888889,8.09662369551872,6.76602242392947,1.15054477515053e-05,0.000770673241888327,0.000770673241888327,"CYP1A1/CYP2C9/CYP1A2/CYP4F2/CYP2B6/CYP2A6/CYP2C18",7
"GO:0034367","protein-containing complex remodeling","10/905","40/18842",0.25,5.20497237569061,5.97988013656928,1.413749185722e-05,0.000912396404545481,0.000912396404545482,"PLA2G10/APOC3/NR1H4/PLA2G2A/APOB/APOA5/APOH/FURIN/ANGPTL3/PNLIPRP3",10
"GO:0071398","cellular response to fatty acid","10/905","40/18842",0.25,5.20497237569061,5.97988013656928,1.413749185722e-05,0.000912396404545481,0.000912396404545482,"NR1H4/HMGCS2/AKR1C2/AKR1C4/CAV3/AKR1C3/ZNF683/KCNK10/AKR1C1/CPS1",10
